"1","전주시 서신동","웅진씽크빅 전주서부지국아이를 사랑하는 선생님을 모십니다.(초보자 가능)","14:00~21:00","월급1,600,000","31분전","무관(신입+경력)","성별무관","연령무관 ","대학(2,3년)졸업 이상","위촉직(프리랜서)","1명","1년이상 (기간협의가능)","월~금 (요일협의가능)","2019년 5월 3일(금) ~ 상시모집","전북 전주시 완산구 감나무2길 3<U+00A0>미정빌딩 3층<U+00A0>전북 전주시 완산구 서신동"
"1","전주시 인후동1","SK매직 전주덕진지국SK매직 전주덕진지국MC(매직케어)모집","09:00~17:00","월급2,700,000","32분전","무관(신입+경력)","여자","20세(2000년생) ~ 55세(1965년생) 고연령자 가능 미성년자 불가","학력무관","위촉직(프리랜서)","0명 (10명 미만)","1년이상 (기간협의가능)","월~금 (요일협의가능)","2019년 5월 3일(금) ~ 상시모집","전북 전주시 덕진구 건산로 216<U+00A0>한솔빌딩 2층<U+00A0>전북 전주시 덕진구 인후동1가"
"1","전주시 전체","교촌치킨 전주 중앙교촌전주중앙점 직원/아르바이트 구합니다","18:00~23:30","시급8,350","33분전","무관(신입+경력)","남자","연령무관 ","학력무관","아르바이트, 정규직, 계약직","00명 (100명 미만)","3개월~6개월 (수습기간있음, 기간협의가능)","월, 화, 수, 목, 금, 토, 일요일 (요일협의가능)","2019년 5월 6일(월) ~ 상시모집","전북 전주시 완산구 전주객사3길 35<U+00A0>1층 교촌치킨<U+00A0>전북 전주시 완산구 전체"
"1","전주시 송천동2","롯데리아 전주메가월드점[저녁] [여] 롯데리아 메가월드점 아르바이트생 모집","19:00~22:00","시급8,350","38분전","무관(신입+경력)","여자","연령무관 ","학력무관","아르바이트, 계약직","0명 (10명 미만)","3개월~6개월","주4일 (요일협의가능)","2019년 5월 5일(일) ~ 상시모집","전북 전주시 덕진구 동부대로 1229 (메가월드 아울렛)<U+00A0>B동 3층 롯데리아 메가월드점<U+00A0>전북 전주시 덕진구 송천동2가"
"1","전주시 효자동3","일층집평일 파트타이머구함","18:00~22:00","시급10,000","38분전","무관(신입+경력)","성별무관","20세(2000년생) ~ 35세(1985년생) 미성년자 불가","학력무관","아르바이트","0명 (10명 미만)","1년이상 (기간협의가능)","월, 화, 수, 목, 금요일 (요일협의가능 : 월-금. 월-목)","2019년 4월 30일(화) ~ 상시모집","전북 전주시 완산구 홍산남로 69-7<U+00A0>(효자동3가)103호<U+00A0>전북 전주시 완산구 효자동3가"
"1","전주시 풍남동3","빈앤빈[미애담]【한옥마을 미애담】 스쿠터 알바 모집","12:00~17:00","시급8,350","40분전","무관(신입+경력)","성별무관","연령무관 ","학력무관","아르바이트, 계약직","0명 (10명 미만)","1년이상 (기간협의가능)","주5일 (요일협의가능)","2019년 5월 7일(화) ~ 상시모집","전북 전주시 완산구 은행로 51-1<U+00A0>(미애담)<U+00A0>전북 전주시 완산구 풍남동3가"
"1","전주시 금암1동","버거킹 전북대점(S)전북대 버거킹점 아르바이트 채용공고","10:00~22:30","시급8,350","41분전","무관(신입+경력)","성별무관","연령무관 ","중학교 졸업 이상","아르바이트","0명 (10명 미만)","3개월~6개월","월~일 (요일협의가능)","2019년 5월 4일(토) ~ 2019년 5월 10일(금)
D-DAY 3 ","전북 전주시 덕진구 권삼득로 295<U+00A0>1층<U+00A0>전북 전주시 덕진구 금암1동"
"1","전주시 효자동3","초보가능/소화물배송/외국인및교포가능업계1위 CJ오쇼핑-기사님모십니다(月450+인센)/고소득-단순배","07:30~19:00","월급4,500,000","44분전","무관(신입+경력)","성별무관","24세(1996년생) ~ 59세(1961년생) 고연령자 가능 미성년자 불가","학력무관","계약직, 파견직","2명","1년이상 (기간협의가능)","월~토","2019년 5월 7일(화) ~ 2019년 5월 20일(월)","거주지인근배정/초보가능<U+00A0>CJ대한통운<U+00A0>전북 전주시 완산구 효자동3가"
"1","전주시 효자동1","링크타임[단기,투잡] 지역별, 동네별 단기 투잡으로 일 하실 분을 모","11:00~17:00","시급12,000","47분전","무관(신입+경력)","성별무관","19세 이상(2001년 이후 출생자) 고연령자 가능","학력무관","아르바이트, 파견직","0명 (10명 미만)","1주일이하 (근무날짜: 5월 8일 ~ 5월 14일)","주3일 (요일협의가능)","2019년 5월 7일(화) ~ 상시모집","전북 전주시 완산구 거마평로 124<U+00A0>579<U+00A0>전북 전주시 완산구 효자동1가"
"1","군산시 수송동","역전할머니맥주 수송점,나운점[시급 8500원] [역전할머니맥주 수송점 , 나운점]에서 알바생","20:00~04:00","시급8,500","47분전","무관(신입+경력)","성별무관","20세(2000년생) ~ 30세(1990년생) 미성년자 불가","학력무관","아르바이트, 정규직","0명 (10명 미만)","3개월~6개월 (기간협의가능)","주5일 (요일협의가능 : 주 1~2회 휴무 주말만쉬는건 불가능)","2019년 5월 3일(금) ~ 상시모집","전북 군산시 동수송6길 15<U+00A0>역전할머니맥주 수송점<U+00A0>전북 군산시 수송동"
"1","익산시 영등동","경성일번가아직 이 공고 안보셨나요","18:00~23:00","시급8,350","48분전","무관(신입+경력)","성별무관","20세(2000년생) ~ 40세(1980년생) 미성년자 불가","학력무관","아르바이트, 정규직","0명 (10명 미만)","1년이상 (기간협의가능)","월~일","2019년 5월 7일(화) ~ 상시모집","전북 익산시 하나로11길 32-2<U+00A0>(1층)<U+00A0>전북 익산시 영등동"
"1","익산시 어양동","할리스커피 익산어양점할리스커피 평일마감(월/화/목) 근무가능자 1명 채용합니다 ","18:30~23:00","시급8,350","52분전","경력(연차무관)","성별무관","23세(1997년생) ~ 29세(1991년생) 미성년자 불가","학력무관","아르바이트","1명","6개월~1년 (수습기간있음)","수, 목, 금요일","2019년 5월 4일(토) ~ 상시모집","전북 익산시 동서로63길 4<U+00A0>(어양동)<U+00A0>전북 익산시 어양동"
"1","익산시 어양동","할리스커피 익산어양점할리스커피 평일마감(월/화/목) 근무가능자 1명 채용합니다 ","18:30~23:00","시급8,350","52분전","경력(연차무관)","성별무관","23세(1997년생) ~ 29세(1991년생) 미성년자 불가","학력무관","아르바이트","1명","6개월~1년 (수습기간있음)","수, 목, 금요일","2019년 5월 4일(토) ~ 상시모집","전북 익산시 동서로63길 4<U+00A0>(어양동)<U+00A0>전북 익산시 어양동"
"1","전주시 효자동3","카라헤어【카라헤어 】스텝 모집 (교육지원 ,주5일 )","09:30~21:00 (로테이션)","시급8,350","53분전","무관(신입+경력)","성별무관","20세(2000년생) ~ 30세(1990년생) 미성년자 불가","학력무관","아르바이트, 정규직, 계약직","0명 (10명 미만)","1년이상 (수습기간있음, 기간협의가능)","주5일 (요일협의가능 : 토. 일  주말근무가능한자)","2019년 4월 25일(목) ~ 상시모집","전북 전주시 완산구 홍산중앙로 27<U+00A0>(백악빌딩)2층<U+00A0>전북 전주시 완산구 효자동3가"
"1","전주시 송천동2","호남각【 급  구 /강력추천    】홀 주말 알바 여 급구함","10:00~21:00","일급85,000","54분전","무관(신입+경력)","여자","25세(1995년생) ~ 40세(1980년생) 미성년자 불가","학력무관","아르바이트, 정규직, 계약직","0명 (10명 미만)","1년이상","주말","2019년 5월 7일(화) ~ 상시모집","전북 전주시 덕진구 송천동2가<U+00A0>560-3<U+00A0>전북 전주시 덕진구 송천동2가"
"1","전주시 송천동2","버거킹 전주송천DT점주말 오후  (매장인근거주자)","08:00~24:00","시급8,350","56분전","무관(신입+경력)","성별무관","연령무관 ","학력무관","아르바이트","0명 (10명 미만)","3개월~6개월","월, 화, 수, 목, 금, 토, 일요일 (요일협의가능 : 월~일 중 협의.)","2019년 5월 6일(월) ~ 2019년 5월 9일(목)
D-DAY 2 ","전북 전주시 덕진구 동부대로 1023<U+00A0>송천동 2가 54-89번지<U+00A0>전북 전주시 덕진구 송천동2가"
"1","전주시 서노송동","인바운드/최고복리[lgu+ 정규직/주5일] 전주시청/면접비지급","09:00~18:00","월급2,500,000","56분전","무관(신입+경력)","성별무관","연령무관 ","고등학교 졸업 이상","정규직","00명 (100명 미만)","1년이상","월~금","2019년 5월 6일(월) ~ 2019년 5월 17일(금)","전북 전주시 완산구 기린대로 213<U+00A0>(대우빌딩)<U+00A0>전북 전주시 완산구 서노송동"
"1","전주시 전체","CJ대한통운CJ대한통운 택배기사모집/아파트전담/월500이상/동반/초보/여","08:00~18:00","월급5,000,000","56분전","무관(신입+경력)","성별무관","21세(1999년생) ~ 62세(1958년생) 고연령자 가능 미성년자 불가","학력무관","계약직, 파견직","2명","1년이상","월~토","2019년 5월 7일(화) ~ 2019년 5월 27일(월)","CJ대한통운물류센터<U+00A0>CJ대한통운물류센터<U+00A0>전북 전주시 덕진구 전체"
"1","전주시 전체","CU 전북혁신2호점전북혁신2호점 주말야간(토요일) 직원구합니다.","20:00~08:00","시급8,350","57분전","무관(신입+경력)","성별무관","연령무관  고연령자 가능","고등학교 졸업 이상","아르바이트","1명","3개월~6개월 (수습기간있음, 기간협의가능)","토요일","2019년 5월 4일(토) ~ 2019년 5월 18일(토)","전북 전주시 완산구 오정1길 2<U+00A0>cu혁신2호점<U+00A0>전북 전주시 덕진구 전체"
"1","전주시 서신동","교원웰스 M전주(전주) 주부에게 딱 알맞은 일자리 교원 웰스매니저/플래너 ","09:00~18:00","건별220,000","57분전","무관(신입+경력)","여자","연령무관  고연령자 가능","학력무관","위촉직(프리랜서)","00명 (100명 미만)","1년이상","주3일 (요일협의가능)","2019년 5월 7일(화) ~ 상시모집","전북 전주시 완산구 온고을로 1<U+00A0>13층 교원웰스 정수기 (한국교직원공제회전북회관)<U+00A0>전북 전주시 완산구 서신동"
"1","전주시 진북동","한솔교육전주중앙지점놀이수업 한글,수학 교사모집-한솔교육 전주중앙지점","10:00~21:00","월급1,500,000","58분전","무관(신입+경력)","여자","25세(1995년생) ~ 45세(1975년생) 미성년자 불가","대학(2,3년)졸업 이상","위촉직(프리랜서)","1명","1년이상","월~금","2019년 5월 3일(금) ~ 2019년 5월 23일(목)","전북 전주시 덕진구 팔달로 334<U+00A0>한솔교육 4층<U+00A0>전북 전주시 덕진구 진북동"
"1","익산시 신동","맘스터치 원광대점평일 11:30-13:30 단시간 근무자 모집합니다","11:30~13:30","시급11,000","1시간전","무관(신입+경력)","여자","20세(2000년생) ~ 29세(1991년생) 미성년자 불가","학력무관","아르바이트","1명","1개월~3개월","월~금","2019년 5월 3일(금) ~ 상시모집","전북 익산시 익산대로70길 39<U+00A0>2층<U+00A0>전북 익산시 신동"
